Name,Aired Date,Year of release,Original Network,Aired On,Number of Episodes,Duration,Content Rating,Rating,Synopsis,Genre,Tags,Director,Screenwriter,Cast,Production companies,Rank
Youth of May,"May  3, 2021 - Jun  8, 2021",2021,KBS2," Monday, Tuesday",12.0,1 hr. 10 min.,15+ - Teens 15 or older,8.8,hee tae becomes the pride of gwangju when he enters seoul national university college of medicine with top marks. his best friend kyung soo  an avid pro-democracy activist  insists that they open an illegal clinic for students on the run from the government. one day  a factory worker is injured during a protest. in exchange for the costs of discreetly transporting himself and the factory worker to his hometown  hee tae must go to a meeting with a potential marriage partner arranged by his father. at this meeting  hee tae meets myung hee  a nurse persevering through the hardships of life. she only agrees to go to this meeting in place of her friend soo ryeon  because she needs to come up with the airfare to go study in germany. however  myung hee and hee tae end up falling in love. in may of 1980  amidst the heated passion and cries for democracy that reverberated throughout gwangju  hee tae and myung hee find themselves in a twist of fate.,historical   romance   drama   melodrama,"1980s, Nurse, Rich Man/Poor Woman, Gwangju Uprising, Medical Student, Strong Female Lead, Smart Female Lead, Forbidden Love, Star Crossed Lovers, Tearjerker","Song Min Yeop, Lee Dae Kyung",Lee Kang,"Lee Do Hyun, Go Min Si, Lee Sang Yi, Geum Sae Rok, Oh Man Suk, Uhm Hyo Sub",Story Hunter Production,#35
Taxi Driver,"Apr  9, 2021 - May 29, 2021",2021,SBS," Friday, Saturday",16.0,1 hr. 5 min.,18+ Restricted (violence & profanity),8.8,do gi has lived more honestly than anyone else as an officer in the special forces. yet  when a serial killer murders his mother  he spends his days in agony. while feeling wronged and broken  do gi meets jang sung chul  who recruits do gi to work for his company  rainbow taxi. far from an ordinary taxi service  rainbow taxi is a secret organization that avenges victims whom the law didn’t protect. here  do gi becomes a star driver who delivers satisfying revenge. meanwhile  ha na is a prosecutor who investigates rainbow taxi. she is furious with their lawless behavior  but at the same time  she feels confused to see them solve cases that the law cannot. between those who believe that revenge embodies true justice and those who pursue the outlaws  do gi seeks what justice truly means.,action   thriller   mystery   drama,"Adapted From A Webtoon, Taxi, Strong Male Lead, Investigation, Secret Organization, Smart Female Lead, Taxi Driver, Antihero, Calm Male Lead, Strong Female Lead",Park Joon Woo,"Oh Sang Ho, Lee Ji Hyun","Lee Je Hoon, Esom, Kim Eui Sung, Pyo Ye Jin, Cha Ji Yeon, Jang Hyuk Jin","Studio S, Group 8",#36
Life on Mars,"Jun  9, 2018 - Aug  5, 2018",2018,OCN," Saturday, Sunday",16.0,1 hr. 5 min.,15+ - Teens 15 or older,8.8,as leader of a crime investigation team  han tae joo has propelled his career and risen through the ranks by trusting data over all else. one day  while investigating a serial murder case  he has an accident. when he wakes up  he suddenly finds himself in the winter of 1988. he doesn't know why  but he's now a detective appointed to work at a police station in a small city. to get back to the present day  han tae joo tries to solve the case.,action   mystery   comedy   supernatural,"1980s, Police Procedural, Bromance, Calm Male Lead, Smart Male Lead, Strong Friendship, Hallucination, Strong Female Lead, Serial Killer, Coma",Lee Jeong Hyo,Lee Dae II,"Jung Kyung Ho, Park Sung Woong, Go Ah Sung, Oh Dae Hwan, Noh Jong Hyun, Jun Suk Ho",Production H,#37
Beyond Evil,"Feb 19, 2021 - Apr 10, 2021",2021,jTBC," Friday, Saturday",16.0,1 hr. 5 min.,15+ - Teens 15 or older,8.8,meet the two fearless men willing to go to extreme lengths in their pursuit of a serial killer that has shaken up their quiet city:,thriller   mystery   psychological   drama,"Determined Male Lead, Investigation, Suspense, Murder, Wrongfully Accused, Psychological Manipulation, Smart Male Lead, Trauma, Serial Killer, Obsession",Shim Na Yeon,Kim Soo Jin,"Shin Ha Kyun, Yeo Jin Goo, Choi Dae Hoon, Kim Shin Rok, Choi Sung Eun, Choi Jin Ho","Celltrion Entertainment, JTBC Studios",#38
Racket Boys,"May 31, 2021 - Aug  9, 2021",2021,"Netflix,  SBS "," Monday, Tuesday",16.0,1 hr. 15 min.,15+ - Teens 15 or older,8.8,a story of a boys' badminton team at a middle school in haenam as they grow  both as people and as players.,friendship   comedy   youth   sports,"Coliving, Boarding House, Charismatic Female Lead, Legend, Rural Life, Working Mom, Athlete, Tough Female Lead, Tough Male Lead, Badminton",Jo Young Kwang,Jung Bo Hoon,"Kim Sang Kyung, Oh Na Ra, Tang Jun Sang, Son Sang Yeon, Choi Hyun Wook, Kim Kang Hoon","SBS, Pan Entertainment",#39
Hometown Cha-Cha-Cha,"Aug 28, 2021 - Oct 17, 2021",2021,"Netflix,  tvN "," Saturday, Sunday",16.0,1 hr. 20 min.,15+ - Teens 15 or older,8.8,hometown cha-cha-cha is a love story set in the seaside village of gongjin.,comedy   romance   life,"Rural Village, Dentist, Healing, Kind-hearted Male Lead, Nice Female Lead, Cheerful Male Lead, Nice Male Lead, Bickering Couple, Rural Life, Hardworking Male Lead",Yoo Je Won,Shin Ha Eun,"Shin Min Ah, Kim Seon Ho, Lee Sang Yi, In Gyo Jin, Jo Han Chul, Lee Bong Ryun","Studio Dragon, GTist",#40
Six Flying Dragons,"Oct  5, 2015 - Mar 22, 2016",2015,SBS," Monday, Tuesday",50.0,60 min.,15+ - Teens 15 or older,8.8,a fiction historical drama about the ambition  rise and fall of real and fictional characters based around yi bang won.,action   historical   drama   political,"Revolution, Power Struggle, Political Intrigue, Sword-fight, Taejong, Scheme, Taejo, Smart Male Lead, Goryeo Dynasty, Bromance",Shin Kyung Soo,"Kim Young Hyun, Park Sang Yeon","Yoo Ah In, Kim Myung Min, Shin Se Kyung, Byun Yo Han, Yoon Kyun Sang, Chun Ho Jin",ANDu Entertainment,#41
Our Beloved Summer,"Dec 6, 2021 - Jan 25, 2022",2021,"Netflix, SBS","Monday, Tuesday",16.0,60 min.,15+ - Teens 15 or older,8.7,years after filming a viral documentary in high school  two bickering ex-lovers get pulled back in front of the camera — and into each other's lives. choi woong seems naive and a free-spirited man  but he wants to have something for the first time in his life. for that  he shows what he holds in his mind. kook yeon soo aimed to become the top student at her school  but she is now an adult who lives fiercely  adapting to her reality.,romance  life  youth  drama,"Lovers Reunited, High School Sweethearts, First Love, Healing, Flashback To Past, Love/Hate Relationship, Interview, Coming Of Age, Second Chance Romance, Enemies To Lovers",Kim Yoon Jin,Lee Na Eun,"Choi Woo Shik, Kim Da Mi, Kim Sung Cheol, Roh Jeong Eui, Ahn Dong Goo, Park Jin Joo","Studio N, Super Moon Pictures",#42
The Guest,"Sep 12, 2018 - Nov  1, 2018",2018,OCN," Wednesday, Thursday",16.0,1 hr. 7 min.,18+ Restricted (violence & profanity),8.8,"yoon hwa pyung  a young psychic born into a shaman family  learns about the powerful demon called ""son"" (guest). the demon has the power to control other demons and allows them to possess weak people. the possessed people then go mad  kill their families  and stab themselves in the eye. fatefully  hwa pyung  choi yoon; a young boy born in a religious catholic family  and kang kil yeong; the daughter of a detective  meet when their families are killed by a demon.",thriller   mystery   horror   supernatural,"Exorcism, Death, Demon, Possessed, Shamanism, Murder, Psychic, Strong Female Lead, Priest, Policewoman",Kim Hong Seon,"Seo Jae Won, Kwon So Ra","Kim Dong Wook, Kim Jae Wook, Jung Eun Chae, Lee Won Jong, Park Ho San, Ahn Nae Sang",Studio Dragon,#43
Dear My Friends,"May 13, 2016 - Jul  2, 2016",2016,tvN," Friday, Saturday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.7,park wan is a translator who is constantly pulled by her mother  jang nan hee  to hang out with her elder friends  jo hee ja  moon jung ah  oh choong nam  and lee yeong won. the plot revolves around the friends' twilight years as they are rediscovering themselves through relationships and family  the struggles they face due to their old age  and their life journey that they share with  park wan in the hope she would write a novel about them.,life   drama   family   melodrama,"Best Friends, Life Lesson, Female Centered Plot, Senior Citizen, Mother-Son Relationship, Mother-Daughter Relationship, Multiple Couples, Single Mother, Sismance, Family Conflict",Hong Jong Chan,Noh Hee Kyung,"Go Hyun Jung, Kim Hye Ja, Na Moon Hee, Go Doo Shim, Park Won Sook, Youn Yuh Jung",Studio Dragon,#44
While You Were Sleeping,"Sep 27, 2017 - Nov 16, 2017",2017,SBS," Wednesday, Thursday",32.0,30 min.,15+ - Teens 15 or older,8.7,a young woman with bad premonition dreams meets two people who suddenly develop the same ability.,mystery   romance   drama   fantasy,"Precognition, Nice Male Lead, Neighbors, Murder, Tragic Past, Childhood Acquaintance, Smart Male Lead, Steamy Kiss, Strong Female Lead, Healing","Oh Choong Hwan, Park Soo Jin",Park Hye Ryun,"Bae Suzy, Lee Jong Suk, Jung Hae In, Lee Sang Yeob, Hwang Young Hee, Shin Jae Ha",SidusHQ,#45
The Penthouse 2,"Feb 19, 2021 - Apr  2, 2021",2021,SBS," Friday, Saturday",13.0,1 hr. 15 min.,15+ - Teens 15 or older,8.8,after successfully framing oh yoon hee  cheon seo jin and joo dan tae decided to get married. their engagement party is interrupted by oh yoon hee and ha yoon cheol  who has just come back from the united states. as the secrets unveil  the relationships among the people at hera palace are entangled  yet another mysterious figure appears and confronts them.,thriller   mystery   drama   family,"Revenge, Corruption, High Class Society, Female Centered Plot, Greed, Infidelity, Murder, Family Relationship, Betrayal, Married Couple",Joo Dong Min,Kim Soon Ok,"Kim So Yeon, Eugene, Lee Ji Ah, Uhm Ki Joon, Yoon Jong Hoon, Shin Eun Kyung","Studio S, Chorokbaem Media",#46
Chicago Typewriter,"Apr  7, 2017 - Jun  3, 2017",2017,tvN," Friday, Saturday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.7,this drama follows the lives of two men and a woman through two eras: one during the 1930s japanese occupation of korea and the other in the 21st century. the three main characters are,comedy   romance   supernatural   political,"Reincarnation, Strong Friendship, Writer, Hardworking Male Lead, Hardworking Female Lead, Strong Female Lead, Successful Male Lead, Bromance, Flashback To Past, Tragic Past",Kim Chul Gyu,Jin Soo Wan,"Yoo Ah In, Im Soo Jung, Go Kyung Pyo, Kwak Shi Yang, Jo  Woo Jin, Oh Na Ra","THE UNICORN, Studio Dragon",#47
18 Again,"Sep 21, 2020 - Nov 10, 2020",2020,jTBC," Monday, Tuesday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.7,after nearly twenty years of marriage  jung da jung and hong dae young seem to be well settled in their domestic lives. the proud parents of a pair of eighteen year old twins  the devoted couple have worked hard to build a happy home together. but what seems like an ideal life on the outside is really anything but. fed up with dae young’s incessant nonsense  da jung is at her wits’ end. when dae young announces that he’s been fired  da jung gives up completely. convinced life would be better without her husband in it  da jung wastes no time in filing for divorce.,romance   life   drama   fantasy,"Second Chance, Personal Growth, First Love, Return To Past, Father-Son Relationship, Divorce, Remake, Married Couple, Hardworking Female Lead, Father-Daughter Relationship",Ha Byung Hoon,"Kim Do Yeon, Ahn Eun Bin, Choi Yi Ryun","Kim Ha Neul, Yoon Sang Hyun, Lee Do Hyun, Roh Jeong Eui, Ryeoun, Wi Ha Joon",JTBC Studios,#48
Arthdal Chronicles Part 2,"Jun 22, 2019 - Jul  7, 2019",2019,"Netflix,  tvN "," Saturday, Sunday",6.0,1 hr. 21 min.,15+ - Teens 15 or older,8.7,ta gon has now become the most powerful man in arthdal. he has an affectionate relationship only with taealha  the daughter of the rival hae tribe  because of their shared ambitions.,historical   romance   fantasy   political,"Twins, War, Power Struggle, Revenge, Slavery, Good Twin/Evil Twin, Strong Female Lead, Character Development, Father-Daughter Relationship, Sibling",Kim Won Suk,"Kim Young Hyun, Park Sang Yeon","Song Joong Ki, Kim Ji Won, Jang Dong Gun, Kim Ok Bin, Jo Sung Ha, Park Hae Joon","Studio Dragon, KPJ",#49
Arthdal Chronicles Part 3,"Sep  7, 2019 - Sep 22, 2019",2019,"Netflix,  tvN "," Saturday, Sunday",6.0,1 hr. 20 min.,15+ - Teens 15 or older,8.7,following part i & ii  ta gon has gotten what he wants as he sits atop his throne. however  now his life and throne are threatened when eun seom begins to gather power among the slaves and peasants of arth as he starts to fight back against the elite. although ta gon has so far kept his half-neanthal heritage a secret from the world  his eyes shine purple  preparing to go all out in fighting eun seom.,historical   romance   fantasy   political,"Power Struggle, War, Supernatural Power, Strong Female Lead, Identical Twins, Curse, Revenge, Superhuman Strength, Pre-produced, Sibling",Kim Won Suk,"Kim Young Hyun, Park Sang Yeon","Song Joong Ki, Kim Ji Won, Jang Dong Gun, Kim Ok Bin, Kim Sung Chul, Karata Erika","Studio Dragon, KPJ",#50
Through the Darkness,"Jan 14, 2022 - Mar 12, 2022",2022,SBS,"Friday, Saturday",12.0,1 hr. 10 min.,18+ Restricted (violence & profanity),8.7,back in the 1990s  the citizens of seoul were gripped with a paralyzing fear after a series of brutal attacks and murders occurred. a mysterious figure dubbed ‘red cap’ was stalking women on the streets then killing his prey  seemingly without provocation. his habit of striking at random made it impossible for the detectives to predict his next move. at the top of their minds is what could be triggering him. aware of the american f.b.i. and its successful use of criminal profilers to identify serial killers  the head of the criminal behavioral analysis team  gook young soo recruits song ha young  a quiet  reserved  incredibly perceptive former detective for his team. gook believes using this new psychological method will give the police an edge in capturing 'red cap' and ending his killing spree. homicide expert yoon tae goo and her officers question the value of this approach and are resistant to entering such uncharted territory. to quell their scorn they need to convince that this radical crime-fighting approach will increase their arrest rates. does song ha young have the ability to gain the trust of callous criminals while seeing through them? is he clever enough to outwit them?  but more importantly  does he possess the emotional fortitude to withstand the process?,thriller  mystery  crime  drama,"Investigation, Murder, Calm Male Lead, Suspense, 1990s, Adapted From A Novel, 2000s, Empathic Male Lead, Time Skip, Sexual Assault","Kim Jae Hong, Park Bo Ram","Seol Yi Na, Kwon Il Yong","Kim Nam Gil, Jin Seon Kyu, Kim So Jin, Ryeoun, Lee Dae Yeon, Kim Won Hae",Studio S,#51
